F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,TARGET
0,0.428571429,0,0,0,0.571428571,0.214285714,0.142857143,0.214285714,0.071428571,0.214285714,0.214285714,0.142857143,0.285714286,0.071428571,0.214285714,0.214285714,0,0,0.428571429,0,0,0,0.5,0,0.428571429,0,0,0,0.5,0.428571429,0,0,0.357142857,0,0,0.428571429,0.142857143,0,1.851212121
0.25,0.0625,0.375,0.125,0.125,0.25,0.1875,0.25,0.125,0.125,0.125,0.1875,0.1875,0.125,0.25,0.375,0.0625,0.375,0,0.0625,0.25,0.4375,0.0625,0.1875,0.25,0.0625,0.25,0.4375,0.0625,0.1875,0.0625,0,0,0.1875,0.0625,0.1875,0.25,0.25,0.0625,6.260148987
0,0.5,0.166666667,0,0.333333333,0.166666667,0,0.5,0,0,0.333333333,0.166666667,0.5,0,0,0,0.666666667,0,0,0.5,0,0,0,0.333333333,0,0.5,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0.5,0.166666667,0,140 .50910 91
0.304347826,0.260869565,0.130434783,0.086956522,0.173913043,0.304347826,0.086956522,0.304347826,0.173913043,0.260869565,0.260869565,0.130434783,0.434782609,0.130434783,0,0.043478261,0.347826087,0.043478261,0.260869565,0.304347826,0.260869565,0.217391304,0.130434783,0.130434783,0.130434783,0.260869565,0.217391304,0.086956522,0,0.260869565,0.304347826,0,0.173913043,0.173913043,0.47826087,0.043478261,0.304347826,0.086956522,0.260869565,11 8.0701 235
0.257142857,0.2,0.2,0.171428571,0.171428571,0.285714286,0.2,0.285714286,0.171428571,0.228571429,0.257142857,0.142857143,0.342857143,0.171428571,0.057142857,0.085714286,0.314285714,0.085714286,0.228571429,0.228571429,0.285714286,0.2,0.2,0.2,0.2,0.2,0.2,0.114285714,0.057142857,0.342857143,0.228571429,0.057142857,0.171428571,0.171428571,0.4,0.114285714,0.257142857,0.142857143,0.2,58 .94881798
0.233333333,0.266666667,0.2,0.2,0.233333333,0.3,0.133333333,0.366666667,0.166666667,0.066666667,0.4,0.133333333,0.333333333,0.133333333,0.066666667,0.1,0.333333333,0.133333333,0.166666667,0.333333333,0.133333333,0.233333333,0.066666667,0.5,0.166666667,0.366666667,0.133333333,0.166666667,0.066666667,0.5,0.4,0.033333333,0.033333333,0.366666667,0.2,0.066666667,0.266666667,0.133333333,0.233333333,16 .206293 24
0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.272727273,0.363636364,0.272727273,0.181818182,0.318181818,0.181818182,0.272727273,0.272727273,0.272727273,0.181818182,0.363636364,0.181818182,0.272727273,0.181818182,0.318181818,0.227272727,0.227272727,0.409090909,0.136363636,0.272727273,0.181818182,0.363636364,0.227272727,0.409090909,0.136363636,0.272727273,0,0.090909091,0.272727273,0.272727273,0.181818182,0.363636364,0.136363636,0.090909091,1 28.2139852
0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.181818182,0.363636364,0.181818182,0.181818182,0.318181818,0.181818182,0.272727273,0.272727273,0.272727273,0.090909091,0.318181818,0.227272727,0.227272727,0.181818182,0.318181818,0.227272727,0.272727273,0.272727273,0.181818182,0.227272727,0.227272727,0.318181818,0.272727273,0.272727273,0.181818182,0.272727273,0,0.090909091,0.272727273,0.272727273,0.181818182,0.363636364,0.136363636,0.090909091,1 28.2168799
0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.272727273,0.272727273,0.272727273,0.181818182,0.318181818,0.181818182,0.272727273,0.272727273,0.272727273,0.181818182,0.318181818,0.227272727,0.227272727,0.181818182,0.318181818,0.227272727,0.181818182,0.363636364,0.181818182,0.227272727,0.227272727,0.318181818,0.181818182,0.363636364,0.181818182,0.272727273,0,0.090909091,0.318181818,0.318181818,0.136363636,0.363636364,0.136363636,0.090909091,64 .10 6461 24
0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.272727273,0.318181818,0.227272727,0.227272727,0.318181818,0.181818182,0.272727273,0.272727273,0.272727273,0.181818182,0.318181818,0.227272727,0.227272727,0.136363636,0.363636364,0.181818182,0.227272727,0.318181818,0.227272727,0.227272727,0.227272727,0.318181818,0.227272727,0.318181818,0.227272727,0.272727273,0,0.090909091,0.318181818,0.227272727,0.136363636,0.363636364,0.136363636,0.090909091,16 .02615936
0.05,0.05,0.4,0.2,0.35,0.15,0.15,0.4,0.1,0.2,0.1,0.35,0.4,0.15,0.2,0.05,0.05,0.4,0.15,0.15,0.4,0.45,0.05,0.05,0.4,0.05,0.05,0.4,0.05,0.05,0.1,0,0,0.15,0.45,0.1,0.1,0.2,0,5.660521356
0.2,0.333333333,0.222222222,0.422222222,0.177777778,0.222222222,0.288888889,0.266666667,0.133333333,0.133333333,0.311111111,0.244444444,0.311111111,0.288888889,0.088888889,0.2,0.333333333,0.222222222,0.177777778,0.355555556,0.244444444,0.244444444,0.288888889,0.2,0.222222222,0.333333333,0.2,0.244444444,0.266666667,0.222222222,0.377777778,0.022222222,0.155555556,0.288888889,0.333333333,0.222222222,0.444444444,0.088888889,0.088888889,2.034617702
0.111111111,0.222222222,0.222222222,0.222222222,0.111111111,0.555555556,0.222222222,0.222222222,0.444444444,0.222222222,0.222222222,0.222222222,0,0.444444444,0,0.222222222,0.333333333,0.111111111,0.111111111,0.222222222,0.222222222,0,0.333333333,0,0.222222222,0.222222222,0.111111111,0.222222222,0.111111111,0.222222222,0.333333333,0,0,0.222222222,0.111111111,0.444444444,0.333333333,0.222222222,0,32.875077 47
0.142857143,0.095238095,0.428571429,0.095238095,0.285714286,0.142857143,0.238095238,0.333333333,0.095238095,0.142857143,0.19047619,0.333333333,0.285714286,0.142857143,0.095238095,0.19047619,0.142857143,0.380952381,0.142857143,0.19047619,0.238095238,0.333333333,0.238095238,0.142857143,0.428571429,0.095238095,0.142857143,0.333333333,0.238095238,0.142857143,0.238095238,0,0,0.142857143,0.19047619,0.19047619,0.19047619,0.142857143,0.047619048,24.0411 89 24
0.117647059,0.411764706,0.411764706,0.058823529,0,0.470588235,0,0.705882353,0,0.058823529,0.411764706,0.411764706,0,0.823529412,0,0.529411765,0.352941176,0,0.117647059,0.411764706,0.411764706,0,0.529411765,0.117647059,0.411764706,0.411764706,0.117647059,0,0.058823529,0.588235294,0.529411765,0,0,0.411764706,0.117647059,0.411764706,0.470588235,0.411764706,0.058823529,6.000162506
0.571428571,0.071428571,0.071428571,0.142857143,0.142857143,0.571428571,0,0.571428571,0.142857143,0.571428571,0.071428571,0.071428571,0,0.142857143,0,0.071428571,0.142857143,0,0.571428571,0.071428571,0.071428571,0.142857143,0.5,0.214285714,0.071428571,0.071428571,0.571428571,0.071428571,0,0.714285714,0.714285714,0,0.071428571,0.071428571,0.571428571,0.071428571,0.071428571,0.142857143,0.571428571,80 .04530717
0.666666667,0.083333333,0.083333333,0,0.166666667,0.666666667,0,0.666666667,0.166666667,0.5,0.083333333,0.083333333,0,0.166666667,0,0.083333333,0.166666667,0,0.666666667,0.083333333,0.083333333,0.166666667,0.583333333,0.083333333,0.083333333,0.083333333,0.666666667,0.083333333,0,0.666666667,0.666666667,0,0.083333333,0.083333333,0.666666667,0.083333333,0.083333333,0.166666667,0.666666667,80 .0534941 2
0.333333333,0.066666667,0.4,0.466666667,0.266666667,0,0.333333333,0.133333333,0,0.333333333,0.066666667,0.4,0.133333333,0.333333333,0.066666667,0.333333333,0.066666667,0.266666667,0.2,0.066666667,0.4,0.266666667,0.466666667,0.066666667,0.4,0.066666667,0.333333333,0.4,0.466666667,0.066666667,0.2,0.066666667,0.066666667,0.066666667,0.333333333,0.4,0.4,0,0,10 0.0650013
0.217391304,0.130434783,0.347826087,0.217391304,0.173913043,0.304347826,0.217391304,0.347826087,0.130434783,0.173913043,0.304347826,0.173913043,0.47826087,0,0,0.217391304,0.130434783,0.347826087,0.130434783,0.217391304,0.260869565,0.347826087,0.217391304,0.130434783,0.347826087,0.130434783,0.217391304,0.347826087,0.217391304,0.130434783,0.347826087,0,0,0.391304348,0,0,0.217391304,0.260869565,0.130434783,8.013817165
0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.5,0.166666667,0.083333333,0.416666667,0,0.583333333,0,0.25,0.333333333,0.083333333,0.166666667,0.416666667,0.083333333,0,0.583333333,0,0.083333333,0.083333333,0.416666667,0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.416666667,0.583333333,0,0,0.416666667,0.166666667,0,0.5,0.083333333,0.083333333,3.14164839
0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.5,0.166666667,0.166666667,0.416666667,0,0.583333333,0,0.166666667,0.416666667,0.166666667,0.166666667,0.416666667,0.166666667,0,0.583333333,0,0.083333333,0.083333333,0.5,0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.5,0.583333333,0,0,0.583333333,0.166666667,0,0.5,0.083333333,0.083333333,2.509303826
0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.5,0.166666667,0.166666667,0.416666667,0,0.583333333,0,0.166666667,0.416666667,0.166666667,0.166666667,0.416666667,0.166666667,0,0.583333333,0,0.083333333,0.083333333,0.5,0.083333333,0.5,0.083333333,0.083333333,0.083333333,0.5,0.583333333,0,0,0.583333333,0.166666667,0,0.5,0.083333333,0.083333333,9.404870739
0.129032258,0.258064516,0.161290323,0.290322581,0.161290323,0.129032258,0.290322581,0.129032258,0.064516129,0.193548387,0.193548387,0.290322581,0.516129032,0.129032258,0.032258065,0.258064516,0.225806452,0.096774194,0.096774194,0.35483871,0.290322581,0.064516129,0.322580645,0.258064516,0.225806452,0.258064516,0.161290323,0.096774194,0.290322581,0.290322581,0.387096774,0,0,0.290322581,0.322580645,0.129032258,0.290322581,0.258064516,0.096774194,3.910667263
0,0.473684211,0.157894737,0.105263158,0,0.578947368,0.315789474,0.368421053,0.210526316,0.263157895,0.105263158,0.526315789,0.631578947,0,0,0.052631579,0.578947368,0.052631579,0,0.578947368,0.052631579,0.052631579,0.105263158,0.578947368,0.105263158,0.526315789,0.052631579,0.052631579,0.052631579,0.631578947,0.473684211,0,0,0.105263158,0.157894737,0,0.473684211,0.157894737,0,9.382629115
0.290322581,0.064516129,0.096774194,0.193548387,0,0.193548387,0.096774194,0.129032258,0.064516129,0.225806452,0.096774194,0.064516129,0.161290323,0,0,0.161290323,0.129032258,0.032258065,0.193548387,0.096774194,0.064516129,0.064516129,0.322580645,0.064516129,0.096774194,0.064516129,0.290322581,0.032258065,0.161290323,0.225806452,0.35483871,0,0,0.064516129,0.322580645,0.064516129,0.129032258,0.064516129,0.225806452,8.000133037
0,0.2,0,0,0,0.2,0.4,0,0.2,0.4,0.2,0,0,0.2,0.4,0,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0,0.6,0,0,0.2,0,0,8.02291948
0,0.1,0,0,0,0.1,0.2,0,0.1,0.2,0.1,0,0,0.1,0.7,0,0.1,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0.1,0,0,0.8,0,0,0.1,0,0,64.096964
0.117647059,0.294117647,0.294117647,0.058823529,0,0.352941176,0.235294118,0.058823529,0.294117647,0.176470588,0.352941176,0.235294118,0.529411765,0.058823529,0.058823529,0.117647059,0.411764706,0.176470588,0,0.411764706,0.176470588,0.117647059,0.294117647,0.352941176,0.235294118,0.352941176,0.176470588,0.058823529,0.235294118,0.411764706,0.411764706,0,0,0.352941176,0.176470588,0,0.411764706,0.235294118,0,1.503089244
0.058823529,0.235294118,0.352941176,0.117647059,0.058823529,0.294117647,0.176470588,0.117647059,0.235294118,0.176470588,0.352941176,0.235294118,0.529411765,0.058823529,0.176470588,0.058823529,0.352941176,0.235294118,0,0.411764706,0.176470588,0.117647059,0.294117647,0.352941176,0.294117647,0.294117647,0.117647059,0.058823529,0.235294118,0.411764706,0.294117647,0,0,0.470588235,0.294117647,0,0.294117647,0.352941176,0,2.303507743
0.153846154,0.153846154,0.230769231,0.115384615,0.076923077,0.307692308,0.115384615,0.307692308,0.153846154,0.076923077,0.230769231,0.230769231,0.269230769,0.192307692,0.076923077,0.153846154,0.230769231,0.153846154,0.038461538,0.230769231,0.230769231,0.153846154,0.153846154,0.192307692,0.230769231,0.230769231,0.076923077,0.115384615,0.115384615,0.230769231,0.269230769,0,0,0.346153846,0.038461538,0.153846154,0.192307692,0.192307692,0.115384615,1.153644576
0.16,0.16,0.24,0.12,0.08,0.32,0.12,0.32,0.16,0.08,0.24,0.24,0.28,0.2,0.08,0.16,0.24,0.16,0.04,0.24,0.24,0.16,0.16,0.2,0.24,0.24,0.08,0.12,0.12,0.24,0.28,0,0,0.36,0.04,0.16,0.2,0.2,0.12,0.802861162
0,0.181818182,0,0,0,0.181818182,0.454545455,0,0.181818182,0.454545455,0.181818182,0,0,0.181818182,0.363636364,0,0.181818182,0,0,0.181818182,0,0,0,0.181818182,0,0.181818182,0,0,0,0.181818182,0.181818182,0,0,0.545454545,0,0,0.181818182,0,0,8.020644991
0,0.222222222,0,0,0,0.222222222,0.333333333,0,0.222222222,0.333333333,0.222222222,0,0,0.222222222,0.444444444,0,0.222222222,0,0,0.222222222,0,0,0,0.222222222,0,0.222222222,0,0,0,0.222222222,0.222222222,0,0,0.666666667,0,0,0.222222222,0,0,16 .03785976
0,0.142857143,0,0,0,0.142857143,0.285714286,0,0.142857143,0.285714286,0.142857143,0,0,0.142857143,0.571428571,0,0.142857143,0,0,0.142857143,0,0,0,0.142857143,0,0.142857143,0,0,0,0.142857143,0.142857143,0,0,0.714285714,0,0,0.142857143,0,0,64 .12988619
0.4,0.171428571,0.257142857,0.285714286,0.142857143,0.2,0.485714286,0.171428571,0.171428571,0.4,0.228571429,0.2,0.428571429,0.114285714,0.057142857,0.428571429,0.2,0.228571429,0.228571429,0.342857143,0.2,0.314285714,0.342857143,0.171428571,0.257142857,0.171428571,0.4,0.314285714,0.342857143,0.171428571,0.485714286,0.028571429,0.085714286,0.2,0.371428571,0.114285714,0.542857143,0.085714286,0.028571429,8.703841732
0.153846154,0.115384615,0.230769231,0.115384615,0.076923077,0.269230769,0.115384615,0.269230769,0.153846154,0.076923077,0.230769231,0.192307692,0.269230769,0.153846154,0.076923077,0.153846154,0.192307692,0.153846154,0.038461538,0.192307692,0.230769231,0.153846154,0.153846154,0.153846154,0.230769231,0.192307692,0.076923077,0.115384615,0.115384615,0.192307692,0.230769231,0,0,0.307692308,0.038461538,0.153846154,0.153846154,0.192307692,0.115384615,3.104593466
0.181818182,0.181818182,0.272727273,0.136363636,0.136363636,0.318181818,0.090909091,0.409090909,0.136363636,0.045454545,0.272727273,0.272727273,0.363636364,0.181818182,0.090909091,0.181818182,0.272727273,0.181818182,0.045454545,0.227272727,0.318181818,0.181818182,0.181818182,0.181818182,0.272727273,0.272727273,0.090909091,0.136363636,0.136363636,0.227272727,0.272727273,0,0,0.363636364,0.090909091,0.181818182,0.227272727,0.227272727,0.136363636,7.108444712
0.333333333,0.066666667,0.266666667,0.266666667,0.133333333,0.4,0.333333333,0.066666667,0.333333333,0.066666667,0.266666667,0.066666667,0.066666667,0.266666667,0,0.2,0.133333333,0.2,0.266666667,0.133333333,0.2,0.066666667,0.533333333,0.066666667,0.266666667,0.066666667,0.333333333,0.133333333,0.266666667,0.333333333,0.4,0,0,0.066666667,0.266666667,0.2,0.133333333,0.2,0.266666667,1.372346252
0.148148148,0.148148148,0.37037037,0.222222222,0.222222222,0.296296296,0.185185185,0.259259259,0.259259259,0.185185185,0.259259259,0.185185185,0.296296296,0.222222222,0.222222222,0.222222222,0.37037037,0.148148148,0.111111111,0.296296296,0.222222222,0.333333333,0.222222222,0.074074074,0.222222222,0.222222222,0.148148148,0.333333333,0.074074074,0.222222222,0.148148148,0,0.111111111,0.259259259,0.185185185,0.111111111,0.185185185,0.333333333,0.111111111,10 0.0354279
0.076923077,0.384615385,0.230769231,0.192307692,0.115384615,0.461538462,0.269230769,0.115384615,0.307692308,0.076923077,0.384615385,0.230769231,0.307692308,0.230769231,0.153846154,0.115384615,0.346153846,0.192307692,0.076923077,0.384615385,0.153846154,0.115384615,0.153846154,0.346153846,0.192307692,0.423076923,0.038461538,0.153846154,0.076923077,0.423076923,0.384615385,0,0.076923077,0.384615385,0.153846154,0.076923077,0.423076923,0.038461538,0.038461538,1.93679531
0.2,0.4,0.1,0.1,0,0.5,0.4,0.2,0,0,0.1,0.4,0.2,0.3,0.2,0.4,0.2,0.2,0,0.5,0,0,0.1,0.2,0,0.5,0.1,0,0.1,0.2,0.6,0,0,0.5,0.1,0,0.4,0.1,0.2,1 2.50790838
0,0.166666667,0,0,0,0.166666667,0.333333333,0,0.166666667,0.333333333,0.166666667,0,0,0.166666667,0.5,0,0.166666667,0,0,0.166666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0.166666667,0.166666667,0,0,0.666666667,0,0,0.166666667,0,0,64 .14648451
0,0.2,0,0,0,0.2,0.4,0,0.2,0.4,0.2,0,0,0.2,0.4,0,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0,0.6,0,0,0.2,0,0,64 .167961 23
0.285714286,0.285714286,0.214285714,0.285714286,0.071428571,0.428571429,0.285714286,0.357142857,0.142857143,0.285714286,0.142857143,0.357142857,0.142857143,0.214285714,0.071428571,0.285714286,0.285714286,0.214285714,0.214285714,0.357142857,0,0.285714286,0.357142857,0.214285714,0.214285714,0.285714286,0.285714286,0.214285714,0.285714286,0.285714286,0.571428571,0,0,0.285714286,0.214285714,0.142857143,0.428571429,0.142857143,0.142857143,9.568987448
0.095238095,0.285714286,0.19047619,0.19047619,0.095238095,0.238095238,0.238095238,0.142857143,0.19047619,0.142857143,0.333333333,0.142857143,0.380952381,0.19047619,0.095238095,0.095238095,0.380952381,0.095238095,0.047619048,0.333333333,0.238095238,0.238095238,0.142857143,0.238095238,0.19047619,0.285714286,0.095238095,0.095238095,0.095238095,0.285714286,0.285714286,0,0,0.19047619,0.142857143,0.238095238,0.285714286,0.19047619,0.095238095,3.031050644
0.294117647,0.176470588,0.235294118,0.294117647,0.176470588,0.235294118,0.411764706,0.294117647,0,0.235294118,0.117647059,0.294117647,0.176470588,0.294117647,0.235294118,0.411764706,0.117647059,0.176470588,0.058823529,0.294117647,0.176470588,0.176470588,0.176470588,0.470588235,0.117647059,0.294117647,0.235294118,0.176470588,0.176470588,0.470588235,0.235294118,0,0,0.411764706,0.235294118,0.117647059,0.235294118,0.176470588,0.235294118,27.98985511
0.333333333,0.333333333,0.166666667,0.166666667,0,0.5,0.666666667,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.166666667,0.166666667,0,0.5,0,0,0.166666667,0.333333333,0,0.5,0.166666667,0,0.166666667,0.333333333,0.666666667,0,0,0.5,0.166666667,0,0.333333333,0.166666667,0.333333333,10 0.10 26754
0.285714286,0.142857143,0.142857143,0,0,0.285714286,0.428571429,0.285714286,0,0,0,0.285714286,0.285714286,0.142857143,0.142857143,0.428571429,0.142857143,0.142857143,0,0.428571429,0,0,0.285714286,0,0,0.285714286,0.285714286,0,0.285714286,0,0.428571429,0,0,0.285714286,0,0,0.285714286,0.285714286,0.142857143,10 0.0018415
0.25,0.25,0.25,0,0,0.75,0.75,0,0,0,0,0.5,0.25,0.25,0.5,0.5,0,0.25,0,0.5,0,0,0,0.25,0,0.5,0,0,0,0.25,0.5,0,0,0.5,0,0,0.25,0.25,0.25,10 0.0021918
0,0.5,0,0,0,0.6,0.5,0.2,0,0.2,0.2,0.3,0,0.5,0.1,0.4,0.1,0.2,0,0.5,0,0,0,0.1,0,0.5,0,0,0,0.1,0.5,0,0,0.5,0,0,0.5,0,0,3.13 37613
0,0.5,0,0,0,0.6,0.1,0.2,0,0,0,0.5,0,0.5,0.1,0.4,0.1,0.2,0,0.5,0,0,0,0.1,0,0.5,0,0,0,0.1,0.5,0,0,0.5,0,0,0.5,0,0,3.13 0072 84
0,0.142857143,0,0,0,0.142857143,0.428571429,0,0.142857143,0.428571429,0.142857143,0,0.071428571,0.071428571,0.285714286,0,0.142857143,0,0,0.142857143,0,0,0,0.142857143,0,0.142857143,0,0,0,0.142857143,0.142857143,0,0,0.357142857,0,0,0.142857143,0,0,8.017627214
0,0.2,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,4.000086953
0,0.2,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,16 .06363637
0.111111111,0.222222222,0,0.111111111,0,0.222222222,0.333333333,0,0.222222222,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.222222222,0,0.222222222,0.222222222,0,0.111111111,0.222222222,0.111111111,0,0.222222222,0.111111111,0,0.111111111,0.222222222,0.333333333,0,0,0.222222222,0.111111111,0,0.333333333,0.111111111,0,56 .646 2438
0.25,0,0,0.25,0.083333333,0.083333333,0.166666667,0.166666667,0,0.416666667,0,0,0,0,0,0.083333333,0,0,0.25,0,0,0.083333333,0.166666667,0.166666667,0,0,0.25,0,0.083333333,0.25,0.333333333,0,0,0,0.25,0,0.083333333,0,0.166666667,65 .07694194
0.538461538,0,0.076923077,0,0,0.538461538,0,0.538461538,0,0.538461538,0.076923077,0,0,0.076923077,0,0,0.076923077,0,0.538461538,0,0.076923077,0,0.615384615,0,0.076923077,0,0.538461538,0,0,0.615384615,0.538461538,0,0,0,0.538461538,0.076923077,0,0.076923077,0.538461538,20.00049353
0,0.533333333,0.066666667,0.066666667,0,0.533333333,0,0.066666667,0.466666667,0,0.533333333,0.066666667,0.466666667,0.133333333,0.066666667,0,0.533333333,0.066666667,0,0.533333333,0.066666667,0.133333333,0.133333333,0.4,0.066666667,0.533333333,0,0.066666667,0,0.533333333,0.533333333,0,0,0.2,0.066666667,0,0.533333333,0,0,13 .79632245
0,0.555555556,0.111111111,0,0,0.444444444,0,0,0.444444444,0,0.555555556,0.111111111,0.333333333,0.222222222,0.222222222,0,0.666666667,0,0,0.555555556,0,0,0,0.444444444,0,0.666666667,0,0,0,0.444444444,0.555555556,0,0,0.666666667,0,0,0.555555556,0.111111111,0,17.46581032
0.111111111,0.555555556,0.111111111,0,0,0.444444444,0,0,0.444444444,0.111111111,0.555555556,0.111111111,0.444444444,0.222222222,0.222222222,0,0.666666667,0,0,0.666666667,0,0,0,0.444444444,0,0.666666667,0,0,0,0.444444444,0.666666667,0,0,0.666666667,0,0,0.555555556,0.111111111,0.111111111,14 .977 48561
0,0.533333333,0,0.133333333,0.133333333,0.266666667,0.2,0.266666667,0.133333333,0.133333333,0.466666667,0.066666667,0.133333333,0.4,0,0.133333333,0.4,0.133333333,0.133333333,0.533333333,0,0,0,0.4,0,0.533333333,0,0,0,0.4,0.533333333,0,0,0.4,0.133333333,0,0.4,0,0.133333333,51.09230173
0.083333333,0.583333333,0.083333333,0.083333333,0.083333333,0.583333333,0.333333333,0.333333333,0.166666667,0.083333333,0.416666667,0.25,0.25,0.416666667,0.166666667,0.333333333,0.333333333,0.166666667,0,0.666666667,0,0,0.166666667,0.5,0.083333333,0.583333333,0.083333333,0,0.166666667,0.5,0.666666667,0,0,0.5,0.083333333,0.083333333,0.583333333,0.083333333,0.083333333,16 .02693091
0.1,0.1,0.35,0.25,0.1,0.35,0.25,0.1,0.35,0.1,0.15,0.3,0.3,0.05,0.3,0.2,0.3,0.15,0.1,0.1,0.25,0.15,0.2,0.35,0.15,0.3,0.2,0.15,0.2,0.35,0.2,0,0,0.4,0.3,0,0.15,0.4,0.05,5.004269565
0.243243243,0.108108108,0.243243243,0.243243243,0.243243243,0.189189189,0.216216216,0.297297297,0.135135135,0.108108108,0.378378378,0.189189189,0.351351351,0.27027027,0.108108108,0.243243243,0.216216216,0.135135135,0.108108108,0.405405405,0.216216216,0.378378378,0.243243243,0.108108108,0.351351351,0.216216216,0.135135135,0.189189189,0.162162162,0.189189189,0.135135135,0,0.108108108,0.297297297,0.135135135,0.324324324,0.162162162,0.297297297,0.189189189,35 .00929072
0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0.571428571,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,0,0.285714286,0,0.142857143,0.142857143,0.428571429,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,0.285714286,0,0,0.285714286,0.285714286,0,0.142857143,0.142857143,0.142857143,10 0.0030395
0.230769231,0.115384615,0.346153846,0.115384615,0.307692308,0.153846154,0.115384615,0.384615385,0.076923077,0.269230769,0.153846154,0.307692308,0.461538462,0,0,0.192307692,0.153846154,0.307692308,0.115384615,0.076923077,0.384615385,0.461538462,0.115384615,0.076923077,0.346153846,0.115384615,0.230769231,0.423076923,0.076923077,0.115384615,0.192307692,0,0,0.115384615,0.384615385,0.115384615,0.307692308,0.115384615,0.038461538,24.14866173
0.16,0.24,0.24,0.04,0.16,0.44,0.12,0.24,0.36,0.24,0.36,0.12,0.32,0.08,0,0.16,0.36,0.12,0.28,0.28,0.12,0.2,0.2,0.28,0.2,0.28,0.2,0.24,0.04,0.44,0.4,0,0,0.16,0.24,0.08,0.28,0.24,0.12,10 .01791564
0,0.388888889,0.166666667,0.055555556,0.111111111,0.444444444,0.111111111,0.111111111,0.222222222,0,0.111111111,0.333333333,0.111111111,0.333333333,0.333333333,0.222222222,0.277777778,0.055555556,0,0.388888889,0.055555556,0.277777778,0.222222222,0.166666667,0.055555556,0.388888889,0,0.055555556,0,0.388888889,0.277777778,0,0,0.388888889,0,0.055555556,0.388888889,0.111111111,0,3.926061828
0.107142857,0.107142857,0.321428571,0.25,0.178571429,0.178571429,0.25,0.142857143,0.142857143,0.178571429,0.214285714,0.214285714,0.285714286,0.214285714,0.142857143,0.142857143,0.214285714,0.214285714,0.035714286,0.178571429,0.321428571,0.25,0.178571429,0.178571429,0.285714286,0.142857143,0.142857143,0.214285714,0.142857143,0.214285714,0.214285714,0,0,0.214285714,0.214285714,0.285714286,0.142857143,0.285714286,0.071428571,32.25253937
0.217391304,0.217391304,0.217391304,0.173913043,0.086956522,0.260869565,0.260869565,0.173913043,0.173913043,0.173913043,0.260869565,0.173913043,0.173913043,0.260869565,0.086956522,0.043478261,0.391304348,0.043478261,0.173913043,0.260869565,0.173913043,0.217391304,0.304347826,0.130434783,0.173913043,0.260869565,0.173913043,0.173913043,0,0.434782609,0.260869565,0,0.086956522,0.260869565,0.173913043,0.173913043,0.260869565,0.173913043,0.173913043,74 .25 216764
0.263157895,0.368421053,0.052631579,0.157894737,0.157894737,0.263157895,0.157894737,0.315789474,0,0.105263158,0.263157895,0.157894737,0,0.421052632,0,0.578947368,0.052631579,0.157894737,0.052631579,0.368421053,0.052631579,0.157894737,0.157894737,0.263157895,0.052631579,0.368421053,0.263157895,0.105263158,0.105263158,0.315789474,0.421052632,0,0,0.421052632,0.105263158,0.105263158,0.368421053,0.052631579,0.263157895,1.837579892
0,1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,1,0,1,0,0,0,1,0,0,0,0.5,0,1,0,0,0,0.5,0.5,0,0,1,0,0,1,0,0,20.58 258876
0.2,0.3,0.25,0.2,0.25,0.1,0.45,0.3,0.05,0.2,0.3,0.25,0.3,0.25,0.15,0.2,0.3,0.25,0.1,0.3,0.25,0.25,0.3,0.3,0.25,0.3,0.2,0.25,0.3,0.3,0.3,0,0.1,0.3,0.15,0.3,0.5,0,0,3.406016154
